,TA2ID,English,3D,label,Def
730,730.0,Middle cells of ethmoid bone, x,,
731,731.0,Posterior cells of ethmoid bone, x,,
732,732.0,Orbital plate of ethmoidal labyrinth,,,
733,733.0,(Bony supreme nasal concha),,,
734,734.0,Bony superior nasal concha,,,
735,735.0,Bony middle nasal concha,,,
736,736.0,Bony ethmoidal bulla,,,
737,737.0,Uncinate process of ethmoid bone,,,
738,738.0,Bony ethmoidal infundibulum,,,
739,739.0,Bony semilunar hiatus,,,
740,740.0,Inferior nasal concha bone, x,, x
741,741.0,Lacrimal process,,,
742,742.0,Maxillary process of inferior nasal concha,,,
743,743.0,Ethmoidal process,,,
744,744.0,Lacrimal bone, x,, x
745,745.0,Posterior lacrimal crest,,,
746,746.0,Lacrimal groove of lacrimal bone,,,
747,747.0,Lacrimal hamulus,,,
748,748.0,Nasal bone, x,, x
749,749.0,Ethmoidal groove,,,
750,750.0,Nasal foramen,,,
751,751.0,Vomer, x,, x
752,752.0,Ala of vomer,,,
753,753.0,Vomerine groove,,,
754,754.0,Vomerine crest of choana,,,
755,755.0,Cuneiform part of vomer,,,
756,756.0,Maxilla, x,, x
757,757.0,Body of maxilla,,,
758,758.0,Orbital surface of maxilla,,,
759,759.0,Infra-orbital canal,,,
760,760.0,Infra-orbital groove,,,
761,761.0,Maxillary part of orbital margin,,,
762,762.0,Anterior surface of maxilla,,,
763,763.0,Infra-orbital foramen,,,
764,764.0,Canine fossa,,, x
765,765.0,Nasal notch,,,
766,766.0,Anterior nasal spine,,, x
767,767.0,Infratemporal surface of maxilla,,,
768,768.0,Alveolar foramina,,,
769,769.0,Posterior superior alveolar foramina,,,
770,770.0,Middle superior alveolar foramen,,,
771,771.0,Anterior superior alveolar foramen,,,
772,772.0,Alveolar canals,,, x
773,773.0,Maxillary tuberosity,,, x
774,774.0,Nasal surface of maxilla,,,
775,775.0,Lacrimal groove of maxilla,,,
776,776.0,Conchal crest of maxilla,,,
777,777.0,Lacrimal margin of maxilla,,,
778,778.0,Hiatus of maxilla,,,
779,779.0,Greater palatine groove of maxilla,,,
780,780.0,Sinus of maxilla,,,
781,781.0,Frontal process of maxilla,,, x
782,782.0,Anterior lacrimal crest,,, x
783,783.0,Lacrimal notch,,,
784,784.0,Ethmoidal crest of maxilla,,,
785,785.0,Zygomatic process of maxilla,,,
786,786.0,Palatine process,,,
787,787.0,Nasal crest of maxilla,,,
788,788.0,Incisive canals,,, x
789,789.0,Palatine spines,,,
790,790.0,Palatine grooves,,,
791,791.0,Alveolar process,,, x
792,792.0,Alveolar arch of maxilla,,,
793,793.0,Dental alveoli of maxilla,,,
794,794.0,Interalveolar septa of maxilla,,,
795,795.0,Interradicular septa of maxilla,,,
796,796.0,Alveolar yokes of maxilla,,,
797,797.0,Incisive foramina,,,
798,798.0,Palatine bone, x,, x
799,799.0,Perpendicular plate of palatine bone,,, x
800,800.0,Nasal surface of perpendicular plate,,,
801,801.0,Maxillary surface of palatine bone,,,
802,802.0,Sphenopalatine notch,,,
803,803.0,Greater palatine groove of palatine bone,,,
804,804.0,Pyramidal process,,,
805,805.0,Lesser palatine canals,,, x
806,806.0,Conchal crest of palatine bone,,,
807,807.0,Maxillary process of palatine bone,,,
808,808.0,Ethmoidal crest of palatine bone,,,
809,809.0,Orbital process,,,
810,810.0,Sphenoidal process,,,
811,811.0,Horizontal plate of palatine bone,,, x
812,812.0,Nasal surface of horizontal plate,,,
813,813.0,Palatine surface of palatine bone,,,
814,814.0,Lesser palatine foramina,,, x
815,815.0,Posterior nasal spine,,, x
816,816.0,Nasal crest of palatine bone,,,
817,817.0,Palatine crest,,,
818,818.0,Zygomatic bone, x,, x
819,819.0,(Os japonicum),,,
820,820.0,Lateral surface of zygomatic bone,,,
821,821.0,Temporal surface of zygomatic bone,,,
822,822.0,Orbital surface of zygomatic bone,,,
823,823.0,Temporal process of zygomatic bone bone,,,
824,824.0,Frontal process of zygomatic bone,,,
825,825.0,Orbital tubercle,,,
826,826.0,(Marginal tubercle),,,
827,827.0,Zygomatico-orbital foramen,,,
828,828.0,Zygomaticofacial foramen,,, x
829,829.0,Zygomaticotemporal foramen,,,
830,830.0,Accessory bones of cranium,,,
831,831.0,(Sutural bone),,,
832,832.0,(Interparietal bone),,, x
833,833.0,(Premaxilla),,, x
834,834.0,Extracranial bones of head, x, x, x
835,835.0,Mandible, x,, x
836,836.0,Body of mandible, x, x, x
837,837.0,Base of mandible, x, x, x
838,838.0,(Mandibular symphysis), x, x, x
839,839.0,Gnathion, x, x, x
840,840.0,Mental protuberance, x, x, x
841,841.0,Mental tubercle, x, x, x
842,842.0,Superior mental spine, x, x, x
843,843.0,Inferior mental spine, x, x, x
844,844.0,Genion, x, x, x
845,845.0,Mental foramen, x, x, x
846,846.0,Oblique line of mandible, x, x,
847,847.0,Digastric fossa, x, x, x
848,848.0,Mylohyoid line, x, x, x
849,849.0,(Mandibular torus),,,
850,850.0,Sublingual fossa, x, x, x
851,851.0,Submandibular fossa,,,
852,852.0,Alveolar part of mandible,,,
853,853.0,Alveolar arch of mandible,,,
854,854.0,Dental alveoli of mandible,,,
855,855.0,Interalveolar septa of mandible,,,
856,856.0,Interradicular septa of mandible,,,
857,857.0,Alveolar yokes of mandible,,,
858,858.0,Retromolar triangle,,,
859,859.0,Retromolar fossa,,, x
860,860.0,Ramus of mandible,,, x
861,861.0,Angle of mandible,,, x
862,862.0,Gonion,,, x
863,863.0,(Masseteric tuberosity),,,
864,864.0,(Pterygoid tuberosity),,,
865,865.0,Inferior alveolar foramen,,,
866,866.0,Lingula of mandible,,, x
867,867.0,Mandibular canal,,, x
868,868.0,Mylohyoid groove,,,
869,869.0,Coronoid process of mandible,,,
870,870.0,Temporal crest,,,
871,871.0,Mandibular notch,,, x
872,872.0,Condylar process,,,
873,873.0,Mandibular condyle,,,
874,874.0,Neck of mandible,,,
875,875.0,Pterygoid fovea,,, x
876,876.0,Hyoid bone, x,, x
877,877.0,Body of hyoid bone, x, x, x
878,878.0,Lesser horn of hyoid bone, x, x, x
879,879.0,Greater horn of hyoid bone, x, x, x
880,880.0,Auditory ossicles (part of skeletal system),,, x
881,881.0,Malleus, x,, x
882,882.0,Handle of malleus, x, x, x
883,883.0,Head of malleus, x, x, x
884,884.0,Articular facet of head of malleus, x, x, x
885,885.0,Neck of malleus, x, x, x
886,886.0,Lateral process of malleus, x, x, x
887,887.0,Anterior process of malleus, x, x, x
888,888.0,Incus, x,, x
889,889.0,Body of incus, x, x, x
890,890.0,Articular facet for malleus, x, x,
891,891.0,Long limb of incus, x, x, x
892,892.0,Lenticular process of incus, x, x, x
893,893.0,Articular facet for stapes, x, x,
894,894.0,Short limb of incus,,, x
895,895.0,Stapes, x,, x
896,896.0,Head of stapes,,,
897,897.0,Articular facet of head of stapes, x, x,
898,898.0,Anterior limb of stapes, x, x, x
899,899.0,Posterior limb of stapes, x, x, x
900,900.0,Base of stapes, x, x, x
901,901.0,Teeth, x, x,
902,902.0,Maxillary dental arch, x, x, x
903,903.0,Mandibular dental arch, x, x, x
904,904.0,(Diastema),,,
905,905.0,Anterior teeth,, x, x
906,906.0,Incisor tooth,,,
907,906.0,Upper medial incisor, x,, x
908,906.0,Lower medial incisor, x,, x
909,906.0,Upper lateral incisor, x,, x
910,906.0,Lower lateral incisor, x,, x
911,907.0,Canine tooth,,,
912,907.0,Upper canine, x,, x
913,907.0,Lower canine, x,, x
914,908.0,Posterior teeth,, x, x
915,909.0,Premolar tooth,,,
916,909.0,Upper first premolar, x,, x
917,909.0,Lower first premolar, x,, x
918,909.0,Upper second premolar, x,, x
919,909.0,Lower second premolar, x,, x
920,910.0,Molar tooth,,,
921,910.0,Upper first molar tooth, x,, x
922,910.0,Lower first molar tooth, x,, x
923,910.0,Upper second molar tooth, x,, x
924,910.0,Lower second molar tooth, x,, x
925,911.0,Upper third molar tooth,,,
926,911.0,Lower third molar tooth,,,
927,912.0,Deciduous teeth,,,
928,913.0,Permanent teeth,,,
929,914.0,Tooth,,,
930,915.0,Crown of tooth, x, x, x
931,916.0,Occlusal surface of tooth, x, x, x
932,917.0,Vestibular surface of tooth, x, x, x
933,918.0,Labial surface of tooth,,, x
934,919.0,Buccal surface of tooth,,,
935,920.0,Palatal surface of tooth,,,
936,921.0,Lingual surface of tooth, x, x, x
937,922.0,Approximal surface of tooth,,,
938,923.0,Mesial surface of tooth, x, x, x
939,924.0,Distal surface of tooth, x, x, x
940,925.0,Cusp of tooth, x, x, x
941,926.0,Neck of tooth, x, x, x
942,927.0,Root of tooth, x, x, x
943,928.0,Root apex, x, x, x
944,929.0,Accessory root,,,
945,930.0,Pulp cavity,,,
946,931.0,Pulp cavity of crown,,,
947,932.0,Root canal,,, x
948,933.0,Apical foramen,,, x
949,934.0,Dental pulp,,,
950,935.0,Crown pulp,,,
951,936.0,Root pulp,,,
952,937.0,Dentine,,,
953,938.0,Enamel,,,
954,939.0,Nasal cartilages (part of skeletal system),,,
955,940.0,Major alar cartilage, x,, x
956,941.0,Medial crus of major alar cartilage,,,
957,942.0,Mobile part of nasal septum,,,
958,943.0,Lateral crus of major alar cartilage,,,
959,944.0,Minor alar cartilages,,,
960,945.0,Accessory nasal cartilages,,,
961,946.0,Nasal septal cartilage, x,, x
962,947.0,Lateral process of nasal septal cartilage, x,, x
963,948.0,Posterior process of nasal septal cartilage,,,
964,949.0,Vomeronasal cartilage,,,
965,950.0,Cartilages of ear, x, x, x
966,951.0,Auricular cartilage,,,
967,952.0,Spine of helix,,,
968,953.0,Tail of helix,,,
969,954.0,Isthmus of auricular cartilage,,,
970,955.0,Terminal notch of auricle,,,
971,956.0,Fissura antitragohelicina,,,
972,957.0,Groove of crus of helix,,,
973,958.0,Cartilage of external acoustic meatus (skeletal system),,,
974,959.0,Notch in cartilage of external acoustic meatus,,,
975,960.0,Tragal lamina,,,
976,961.0,Cartilage of auditory tube,,,
977,962.0,Medial lamina of cartilage of auditory tube,,,
978,963.0,Lateral lamina of cartilage of auditory tube,,,
979,964.0,Laryngeal cartilages (part of skeletal system),,,
980,965.0,Epiglottic cartilage,,,
981,966.0,Stalk of epiglottis,,,
982,967.0,Thyroid cartilage, x,, x
983,968.0,Laryngeal prominence, x, x, x
984,969.0,Superior thyroid notch, x, x, x
985,970.0,Inferior thyroid notch, x, x, x
986,971.0,Lamina of thyroid cartilage, x, x, x
987,972.0,Superior thyroid tubercle, x, x, x
988,973.0,Inferior thyroid tubercle, x, x, x
989,974.0,Oblique line of thyroid cartilage, x, x, x
990,975.0,Superior horn of thyroid cartilage, x, x, x
991,976.0,Inferior horn of thyroid cartilage, x, x, x
992,977.0,(Thyroid foramen),,,
993,978.0,Cricoid cartilage, x,, x
994,979.0,Arch of cricoid cartilage, x, x, x
995,980.0,Lamina of cricoid cartilage, x, x, x
996,981.0,Arytenoid articular surface, x, x,
997,982.0,Thyroid articular surface, x, x,
998,983.0,Arytenoid cartilage, x,, x
999,984.0,Base of arytenoid cartilage, x, x, x
1000,985.0,Articular surface of arytenoid cartilage, x, x, x
1001,986.0,Vocal process, x, x, x
1002,987.0,Muscular process, x, x, x
1003,988.0,Anterolateral surface of arytenoid cartilage, x, x, x
1004,989.0,Arcuate crest, x, x, x
1005,990.0,Colliculus of arytenoid cartilage, x, x, x
1006,991.0,Oblong fovea, x, x, x
1007,992.0,Triangular fovea, x, x, x
1008,993.0,Medial surface of arytenoid cartilage, x, x, x
1009,994.0,Posterior surface of arytenoid cartilage, x, x, x
1010,995.0,Apex of arytenoid cartilage, x, x, x
1011,996.0,Minor laryngeal cartilages,,,
1012,997.0,Corniculate cartilage, x,, x
1013,998.0,Cuneiform cartilage,,,
1014,999.0,(Triticeal cartilage),,,
1015,1000.0,(Sesamoid cartilage of larynx),,,
1016,1001.0,Vertebral column, x, x, x
1017,1002.0,Primary curvatures,,,
1018,1003.0,Thoracic kyphosis,,,
1019,1004.0,Sacral kyphosis,,,
1020,1005.0,Secondary curvatures,,,
1021,1006.0,Cervical lordosis,,,
1022,1007.0,Lumbar lordosis,,,
1023,1008.0,(Scoliosis),,,
1024,1009.0,Vertebral canal,,,
1025,1010.0,Bones of vertebral column, x, x, x
1026,1011.0,Vertebra, x, x, x
1027,1012.0,Vertebral body, x, x, x
1028,1013.0,Intervertebral surface, x, x, x
1029,1014.0,Annular epiphysis, x, x, x
1030,1015.0,Vertebral arch, x, x, x
1031,1016.0,Pedicle of vertebral arch, x, x, x
1032,1017.0,Lamina of vertebral arch, x, x, x
1033,1018.0,Pars interarticularis of vertebral arch, x, x, x
1034,1019.0,Intervertebral foramen, x, x, x
1035,1020.0,Superior vertebral notch, x, x, x
1036,1021.0,Inferior vertebral notch, x, x, x
1037,1022.0,Vertebral foramen, x, x, x
1038,1023.0,Spinous process, x, x, x
1039,1024.0,Transverse process, x, x, x
1040,1025.0,Lateral part of transverse process, x, x, x
1041,1026.0,Costal part of transverse process, x, x, x
1042,1027.0,Superior articular process of vertebra, x, x, x
1043,1028.0,Superior articular facet of vertebra, x, x, x
1044,1029.0,Inferior articular process of vertebra,,, x
1045,1030.0,Inferior articular facet of vertebra, x, x, x
1046,1031.0,Cervical vertebrae, x, x, x
1047,1032.0,Cervical vertebra, x, x, x
1048,1033.0,Uncinate process of vertebra, x, x, x
1049,1034.0,Foramen transversarium, x, x, x
1050,1035.0,Anterior tubercle of transverse process, x, x, x
1051,1036.0,Posterior tubercle of transverse process, x, x, x
1052,1037.0,Groove for spinal nerve, x, x, x
1053,1038.0,Atlas (C1), x,, x
1054,1039.0,Lateral mass, x, x, x
1055,1040.0,Superior articular surface of atlas, x, x, x
1056,1041.0,Inferior articular surface of atlas, x, x, x
1057,1042.0,Transverse ligament tubercle, x, x, x
1058,1043.0,Anterior arch of atlas, x, x, x
1059,1044.0,Facet for dens, x, x, x
1060,1045.0,Anterior tubercle of atlas, x, x, x
1061,1046.0,Posterior arch of atlas, x, x, x
1062,1047.0,Groove for vertebral artery, x, x, x
1063,1048.0,(Canal for vertebral artery), x, x, x
1064,1049.0,Posterior tubercle of atlas, x, x, x
1065,1050.0,Axis (C2), x,, x
1066,1051.0,Dens axis, x, x,
1067,1052.0,Apex of dens axis, x, x,
1068,1053.0,Anterior articular facet of dens axis, x, x,
1069,1054.0,Posterior articular facet of dens axis, x, x,
1070,1032.0,Vertebra C2,,,
1071,1032.0,Vertebra C3, x,, x
1072,1032.0,Vertebra C4, x,, x
1073,1032.0,Vertebra C5, x,, x
1074,1055.0,Vertebra C6, x,, x
1075,1032.0,Vertebra C7, x,, x
1076,1063.0,Vertebra T1, x,, x
1077,1059.0,Vertebra T2, x,, x
1078,1059.0,Vertebra T3, x,, x
1079,1059.0,Vertebra T4, x,, x
1080,1059.0,Vertebra T5, x,, x
1081,1059.0,Vertebra T6, x,, x
1082,1065.0,Vertebra T7, x,, x
1083,1065.0,Vertebra T8, x,, x
1084,1065.0,Vertebra T9, x,, x
1085,1065.0,Vertebra T10, x,, x
1086,1065.0,Vertebra T11, x,, x
1087,1065.0,Vertebra T12, x,, x
1088,1068.0,Vertebra L1, x,, x
1089,1068.0,Vertebra L2, x,, x
1090,1068.0,Vertebra L3, x,, x
1091,1068.0,Vertebra L4, x,, x
1092,1068.0,Vertebra L5, x,, x
1093,1056.0,Carotid tubercle,,,
1094,1057.0,Vertebra prominens,,,
1095,1058.0,Thoracic vertebrae, x, x, x
1096,1059.0,Thoracic vertebra, x, x, x
1097,1060.0,Superior costal facet, x, x, x
1098,1061.0,Inferior costal facet, x, x, x
1099,1062.0,Transverse costal facet, x, x, x
1100,1063.0,First thoracic vertebra,,,
1101,1064.0,Uncinate process of first thoracic vertebra, x, x,
1102,1065.0,Lower thoracic vertebra,,,
1103,1066.0,Costal facet,,,
1104,1067.0,Lumbar vertebrae, x, x, x
1105,1068.0,Lumbar vertebra,,,
1106,1069.0,Accessory process,,,
1107,1070.0,Mamillary process,,,
1108,1071.0,Sacrum, x,, x
1109,1072.0,Base of sacrum, x, x, x
1110,1073.0,Promontory, x, x, x
1111,1074.0,Ala of sacrum, x, x, x
1112,1075.0,Superior articular process of sacrum, x, x, x
1113,1076.0,Lateral part of sacrum, x, x, x
1114,1077.0,Auricular surface of sacrum, x, x, x
1115,1078.0,Sacral tuberosity, x, x, x
1116,1079.0,Pelvic surface of sacrum, x, x, x
1117,1080.0,Transverse ridges, x, x, x
1118,1081.0,Intervertebral foramina, x, x, x
1119,1082.0,Anterior sacral foramina, x, x, x
1120,1083.0,Dorsal surface of sacrum, x, x, x
1121,1084.0,Median sacral crest, x, x, x
1122,1085.0,Posterior sacral foramina, x, x, x
1123,1086.0,Intermediate sacral crest, x, x, x
1124,1087.0,Lateral sacral crest, x, x, x
1125,1088.0,Sacral horn, x, x, x
1126,1089.0,Sacral canal, x, x, x
1127,1090.0,Sacral hiatus, x, x, x
1128,1091.0,Apex of sacrum, x, x, x
1129,1092.0,Coccyx, x,, x
1130,1093.0,Base of coccyx, x, x, x
1131,1094.0,Coccygeal horn, x, x, x
1132,1095.0,Apex of coccyx, x, x, x
1133,1096.0,Thoracic skeleton, x, x, x
1134,1097.0,Cavity of bony thorax,, x, x
1135,1098.0,Superior thoracic aperture, x, x, x
1136,1099.0,Inferior thoracic aperture, x, x, x
1137,1100.0,Pulmonary groove,,,
1138,1101.0,Costal arch, x, x, x
1139,1102.0,Intercostal space, x, x, x
1140,1103.0,Infrasternal angle, x, x, x
1141,1104.0,Bones of thorax, x, x, x
1142,1105.0,Ribs, x, x, x
1143,1106.0,True ribs, x, x, x
1144,1107.0,First rib, x,, x
1145,1108.0,Scalene tubercle,,,
1146,1109.0,Groove for subclavian artery,,,
1147,1110.0,Groove for subclavian vein,,,
1148,1111.0,Second rib, x,, x
1149,1112.0,Tuberosity for serratus anterior muscle,,,
1150,1106.0,Third rib, x,, x
1151,1106.0,Fourth rib, x,, x
1152,1106.0,Fifth rib, x,, x
1153,1106.0,Sixth rib, x,, x
1154,1106.0,Seventh rib, x,, x
1155,1113.0,Eighth rib, x,, x
1156,1113.0,Ninth rib, x,, x
1157,1113.0,Tenth rib, x,, x
1158,1114.0,Eleventh rib, x,, x
1159,1114.0,Twelfth rib, x,, x
1160,1113.0,False ribs, x, x, x
1161,1114.0,Floating ribs, x, x, x
1162,1115.0,Supernumerary ribs,,,
1163,1116.0,(Cervical rib),,,
1164,1117.0,(Lumbar rib),,,
1165,1118.0,Rib, x, x, x
1166,1119.0,Head of rib, x, x, x
1167,1120.0,Articular facets of head of rib, x, x,
1168,1121.0,Crest of head of rib, x, x, x
1169,1122.0,Neck of rib, x, x, x
1170,1123.0,Crest of neck of rib, x, x, x
1171,1124.0,Body of rib, x, x, x
1172,1125.0,Tubercle of rib, x, x, x
1173,1126.0,Articular facet of tubercle of rib, x, x, x
1174,1127.0,Angle of rib, x, x, x
1175,1128.0,Costal groove, x, x, x
1176,1129.0,Sternum, x, x, x
1177,1130.0,Manubrium of sternum, x,, x
1178,1131.0,Clavicular notch, x, x, x
1179,1132.0,Jugular notch of sternum,,,
1180,1133.0,Sternal angle, x, x, x
1181,1134.0,Body of sternum, x,, x
1182,1135.0,Xiphoid process, x, x, x
1183,1136.0,Costal notches, x, x, x
1184,1137.0,Accessory bones of thorax,,, x
1185,1138.0,(Suprasternal bones),,, x
1186,1139.0,Costal cartilages, x, x, x
1187,1140.0,Costal cartilage of first rib, x,,
1188,1140.0,Costal cartilage of second rib, x,,
1189,1140.0,Costal cartilage of third rib, x,,
1190,1140.0,Costal cartilage of fourth rib, x,,
1191,1140.0,Costal cartilage of fifth rib, x,,
1192,1140.0,Costal cartilage of sixth rib, x,,
1193,1140.0,Costal cartilage of seventh rib, x,,
1194,1140.0,Costal cartilage of eighth rib, x,,
1195,1140.0,Costal cartilage of ninth rib, x,,
1196,1140.0,Costal cartilage of tenth rib, x,,
1197,1141.0,Bones of upper limb, x, x, x
1198,1142.0,Bones of pectoral girdle, x, x, x
1199,1143.0,Scapula, x,, x
1200,1144.0,Costal surface of scapula, x, x, x
1201,1145.0,Subscapular fossa, x, x, x
1202,1146.0,Posterior surface of scapula, x, x, x
1203,1147.0,Spine of scapula, x, x, x
1204,1148.0,Deltoid tubercle, x, x, x
1205,1149.0,Spinoglenoid notch, x, x, x
1206,1150.0,Supraspinous fossa, x, x, x
1207,1151.0,Infraspinous fossa, x, x, x
1208,1152.0,Acromion, x, x, x
1209,1153.0,Clavicular facet, x, x, x
1210,1154.0,Acromial angle, x, x, x
1211,1155.0,Medial border of scapula, x, x, x
1212,1156.0,Superior angle of scapula, x, x, x
1213,1157.0,Superior border of scapula, x, x, x
1214,1158.0,Scapular notch, x, x, x
1215,1159.0,Coracoid process, x, x, x
1216,1160.0,Lateral angle of scapula, x, x, x
1217,1161.0,Glenoid process of scapula, x, x, x
1218,1162.0,Glenoid fossa, x, x, x
1219,1163.0,Supraglenoid tubercle, x, x, x
1220,1164.0,Infraglenoid tubercle, x, x, x
1221,1165.0,Neck of scapula, x, x, x
1222,1166.0,Lateral border of scapula, x, x, x
1223,1167.0,Inferior angle of scapula, x, x, x
1224,1168.0,Clavicle, x,, x
1225,1169.0,Sternal end, x, x, x
1226,1170.0,Sternal articular surface, x, x, x
1227,1171.0,Impression for costoclavicular ligament, x, x, x
1228,1172.0,Body of clavicle, x, x, x
1229,1173.0,Groove for subclavius muscle, x, x,
1230,1174.0,Acromial end, x, x, x
1231,1175.0,Acromial facet, x, x, x
1232,1176.0,Tuberosity for coracoclavicular ligament, x, x, x
1233,1177.0,Conoid tubercle, x, x, x
1234,1178.0,Trapezoid line, x, x, x
1235,1179.0,Bones of free part of upper limb, x, x, x
1236,1180.0,Humerus, x,, x
1237,1181.0,Head of humerus, x, x, x
1238,1182.0,Anatomical neck of humerus, x, x, x
1239,1183.0,Surgical neck of humerus, x, x, x
1240,1184.0,Greater tubercle, x, x, x
